filename,poke_name,number
slice_1140.png,テツノツツミ,991
slice_1141.png,テツノカイナ,992
slice_1142.png,テツノコウベ,993
slice_1143.png,テツノドクガ,994
slice_1144.png,テツノイバラ,995
slice_1145.png,セビエ,996
slice_1146.png,セゴール,997
slice_1147.png,セグレイブ,998
slice_1148.png,コレクレー,999
slice_1150.png,サーフゴー,1000
slice_1151.png,チオンジェン,1001
slice_1152.png,パオジアン,1002
slice_1153.png,ディンルー,1003
slice_1154.png,イーユイ,1004
slice_1155.png,トドロクツキ,1005
slice_1156.png,テツノブジン,1006
slice_1157.png,コライドン,1007
slice_1158.png,ミライドン,1008
slice_1159.png,ウネルミナモ,1009
slice_1160.png,テツノイサハ,1010
slice_1161.png,カミッチュ,1011
slice_1162.png,チャデス,1012
slice_1163.png,ヤバソチャ,1013
slice_1164.png,イイネイヌ,1014
slice_1165.png,マシマシラ,1015
slice_1166.png,キチキギス,1016
slice_1167.png,オーガポン(みどりのめん),1017
slice_1168.png,オーガポン(いどのめん),1017
slice_1169.png,オーガポン(かまどのめん),1017
slice_1170.png,オーガポン(いしずえのめん),1017
slice_1171.png,ブリジュラス,1018
slice_1172.png,カミツオロチ,1019
slice_1173.png,ウガツホムラ,1020
slice_1174.png,タケルライコ,1021
slice_1175.png,テツノイワオ,1022
slice_1176.png,テツノカシラ,1023
slice_1177.png,テラパゴス,1024
